N,P,K,temperature,humidity,ph,rainfall,label
10,17,15,30.5417656,94.04942762,6.94089172,105.4554136,orange
15,30,14,14.21281746,93.20283783,7.07060236,102.8763086,orange
8,29,9,30.10755229,94.47614718,6.5488631,111.2533804,orange
34,6,14,27.28544159,90.82131496,7.78756785,101.7004476,orange
22,18,12,24.15304915,92.68888036,7.21819579,111.4668984,orange
5,27,6,23.89486564,91.17033477,6.9128678,114.3450699,orange
33,16,10,10.35736503,93.47326744,7.83638284,116.921087,orange
26,13,5,19.23788802,94.09056619,7.25602733,118.0811651,orange
24,15,14,22.94851616,91.89704033,6.58963505,119.2016883,orange
18,27,5,32.52772444,94.34924371,6.27683378,103.0109807,orange
21,13,6,30.49908794,90.85979289,6.28816299,111.3476582,orange
15,9,6,26.69604576,90.85525616,6.63405635,115.4927823,orange
33,8,11,34.24030156,91.90496573,7.61886639,113.9370878,orange
19,12,6,30.86250348,92.55113397,7.46717745,111.9602093,orange
28,5,9,23.89018132,90.30990507,6.86009158,112.0324378,orange
34,29,9,22.75998445,94.24673039,6.12551537,104.027997,orange
5,13,8,28.30447753,90.7506979,6.16646257,115.6960265,orange
21,10,13,15.14232848,93.91654951,6.57965323,106.0809122,orange
33,18,8,31.07740105,91.76388593,7.99074076,119.4458441,orange
7,11,6,14.42706405,92.10625643,7.60413836,109.6936498,orange
16,29,13,15.20166592,90.29656197,6.45565409,111.292345,orange
33,8,13,21.19522764,94.61592604,7.84954804,106.6604584,orange
34,10,5,28.76061338,93.75920047,6.40809968,103.736721,orange
14,8,8,22.14387455,90.46636678,7.72383963,101.315727,orange
27,11,10,20.98809003,91.35564875,7.76695772,106.5622228,orange
24,21,9,18.65809102,91.6473515,6.9419369,101.5803247,orange
33,27,8,28.13274436,91.20416339,7.14398574,105.9845762,orange
27,8,12,18.41807609,93.87467007,6.0454712,101.0452067,orange
20,22,13,24.55311901,90.72550409,6.60290035,114.5651733,orange
17,23,9,28.70950382,91.14930509,6.39492769,111.5593951,orange
34,21,7,25.3065572,91.55622586,7.40087458,119.0031277,orange
11,5,11,29.30539504,90.56735771,7.96234545,101.6935746,orange
4,23,15,10.43076522,92.80740145,7.52204556,101.7853952,orange
29,28,7,30.44639285,93.0849603,6.36013607,111.3312573,orange
15,29,12,24.99193652,94.61713571,6.55832653,118.6041958,orange
19,15,5,14.68269261,90.2636019,6.72108796,106.1597589,orange
30,15,11,30.23874067,92.00234883,7.16590603,114.5631767,orange
8,25,9,20.35864416,91.38154801,6.04906587,101.3099969,orange
19,7,8,22.90832,93.76629396,7.82788129,104.5345156,orange
12,17,7,34.26503531,93.56787791,6.92631768,103.8403439,orange
4,21,12,14.6567546,91.51823418,7.38558368,116.8682591,orange
15,18,7,18.16191427,91.45887347,6.45930007,112.3081892,orange
24,7,10,31.95284055,93.07624741,7.40814146,116.6601468,orange
5,15,12,14.18570974,91.2991092,7.04564898,116.1298706,orange
33,13,12,32.08419299,93.23164005,6.97044964,108.4444619,orange
34,20,9,29.70326439,90.62305401,6.25969589,112.6353694,orange
31,22,12,12.83833519,92.83198415,6.41971333,105.2613509,orange
18,23,5,33.82034645,91.18933742,7.11357124,103.4107058,orange
18,15,5,17.01355149,92.86988399,7.89938411,115.4877468,orange
4,8,9,16.18343746,90.60954185,6.94120924,117.8803345,orange
18,19,14,18.0067359,90.08258304,7.66699568,101.5665921,orange
30,5,8,13.11517425,92.31639763,6.53048494,118.574148,orange
26,27,13,24.26359696,93.38738126,6.36124115,104.9130928,orange
25,16,7,10.54389312,91.55566513,7.78380177,104.1128519,orange
34,11,7,14.3832848,90.05712366,7.40239967,103.4745927,orange
8,12,11,11.28232558,92.77190055,6.54164651,109.9775815,orange
30,28,11,10.44596699,91.62058961,6.65414048,109.5967974,orange
7,6,12,20.81825248,93.03063214,6.14779393,105.8568125,orange
26,11,12,21.66011653,91.42033973,7.72338004,115.4655236,orange
16,26,5,34.77085289,91.67919702,7.72784702,118.653737,orange
28,29,5,32.35555927,90.57936267,6.99781616,119.5941868,orange
27,14,14,32.76210486,93.09816424,7.75207093,114.1295697,orange
12,23,10,15.69393927,92.06306873,6.95232358,111.4477401,orange
16,29,10,24.14912421,94.60734424,6.58520192,101.4971795,orange
32,28,10,30.43108049,93.41767121,6.49850686,119.0274279,orange
19,21,6,30.24447831,94.62671433,6.56641149,105.5084455,orange
7,7,14,25.11763254,94.51419789,6.25121543,112.4173764,orange
12,23,11,22.56221388,92.41786223,6.17077942,100.9429198,orange
34,7,12,19.60869274,90.95529712,7.55576757,117.7937418,orange
19,14,10,16.33233078,92.08731876,6.03709036,111.7120968,orange
31,6,5,22.4412027,94.01717569,7.85438753,102.6233787,orange
17,16,9,10.6389352,94.68251973,7.5978693,100.2588958,orange
26,20,15,31.76213544,91.05098892,7.95367148,112.5551379,orange
7,12,13,30.62795237,92.55096929,6.4437524,113.8868911,orange
9,23,8,12.56991838,91.24182657,7.29818972,102.5666663,orange
28,13,9,19.72600427,91.67338245,7.42138104,105.6593159,orange
32,28,13,27.58595768,90.19507929,7.83967044,106.1315129,orange
20,25,12,32.99411392,93.8985176,7.06881516,108.7734266,orange
30,24,7,10.21773562,92.49132163,6.36303832,104.0808524,orange
5,10,9,17.02511965,91.53514283,7.88621629,103.0972542,orange
19,13,11,32.67794793,93.20568559,7.48021128,108.456318,orange
20,29,8,22.31191604,92.94716522,6.48856231,112.8046339,orange
16,23,5,14.27545821,94.75897792,7.59172294,112.0112547,orange
4,5,10,18.85644264,92.06189216,7.30119368,118.5170479,orange
8,6,13,10.72648997,91.58370951,7.6039594,106.1332379,orange
16,15,13,11.37751077,93.58195341,6.77702108,117.043821,orange
18,30,6,22.24418734,94.02091269,7.6892949,109.5364965,orange
11,21,10,24.25825592,90.50166913,6.61742565,117.2378064,orange
7,15,8,20.6803037,93.31436365,6.8013432,108.0466192,orange
24,30,13,22.89909398,90.47078952,7.45408351,106.760606,orange
11,12,11,18.00794994,91.54912734,6.0106521,102.6681213,orange
7,23,8,18.0603192,93.54260089,6.87000585,107.8343945,orange
31,12,10,28.90612075,93.81564317,7.65882154,105.6072054,orange
12,30,6,29.90393592,91.95630226,7.1610739,105.8359839,orange
29,10,8,32.72793584,94.66945545,6.23927159,116.4031639,orange
30,18,8,10.91337523,92.14050506,6.78945758,108.8322118,orange
32,11,9,11.65617874,92.78555718,7.98670287,117.5909792,orange
29,17,5,15.80183288,92.16602539,7.57979424,104.4257439,orange
4,14,9,28.04400322,93.30134281,7.64433176,115.1527665,orange
8,14,12,27.74144564,94.90831814,7.19989868,101.3412563,orange
4,12,8,18.18819933,92.76439918,6.96066827,111.0069412,orange
16,16,6,16.84924932,92.5709086,6.39878663,108.9458972,orange
18,20,13,13.17897812,94.9064052,7.652692,112.3409986,orange
31,27,7,32.92135583,93.43873576,6.24331256,116.871685,orange
24,26,14,16.90223192,94.71003314,7.66990995,109.001013,orange
7,19,7,18.29402451,90.84457774,6.853763,114.1997075,orange
15,12,15,32.35354076,91.15947877,7.12975534,102.9999814,orange
13,7,11,18.3271279,92.46201933,6.94782397,103.7788313,orange
26,19,7,24.00811087,93.1346732,6.71099021,103.067971,orange
26,23,15,16.62817412,93.12593918,6.34120355,103.9814329,orange
22,14,6,21.01299269,94.22980824,6.23317757,109.9854244,orange
18,15,10,26.61649165,90.06466958,7.32446689,110.0156945,orange
10,21,15,24.0778469,90.18423984,6.08348938,117.4634432,orange
34,9,15,20.0606785,90.87925898,6.9630345,111.5235452,orange
7,26,13,20.49412284,92.28168557,7.74013162,102.4519527,orange
19,14,13,23.29588986,91.45019058,6.89614229,112.4372862,orange
15,28,7,31.15654927,90.73018737,7.30929856,109.1409762,orange
26,26,10,17.54522508,90.4357136,7.74350872,111.4600673,orange
14,12,11,27.06699915,90.22188643,7.40061755,106.9389201,orange
17,22,13,20.36397667,91.70316417,7.93381697,101.2699107,orange
6,12,7,31.29960872,91.99022087,7.04937931,110.9536089,orange
27,26,6,10.65344223,90.40170509,7.28113965,106.373646,orange
19,25,5,13.72319693,94.66971926,6.93279599,109.3858067,orange
9,22,14,16.48211231,91.28275704,7.38286513,106.2600459,orange
9,17,12,14.8955273,93.63863114,6.16588048,117.2638489,orange
27,6,10,29.19077555,90.84303076,7.79585438,108.3427435,orange
42,57,48,30.82909013,91.65051859,6.75958809,241.7448881,papaya
40,52,46,26.59826625,94.24753325,6.64713727,192.5545109,papaya
56,58,51,35.36433076,94.63194465,6.74914367,67.65048631,papaya
48,65,51,23.83712149,93.78006029,6.94796142,87.05344347,papaya
45,56,50,23.91908334,92.86265778,6.52557952,240.7345463,papaya
44,64,45,33.65372615,94.4238394,6.61496327,178.0928134,papaya
52,52,53,39.95637513,93.33873058,6.52086474,91.84941499,papaya
57,62,48,23.87732475,93.10725525,6.57487289,169.5409328,papaya
59,64,46,34.64928281,93.23843268,6.53451288,125.8718948,papaya
65,53,55,32.86633422,90.89738993,6.74436601,186.0760496,papaya
55,52,54,28.88167428,94.30209306,6.87779566,107.7646716,papaya
64,53,54,42.98054391,91.52562118,6.64094389,114.7589862,papaya
57,59,52,28.51239328,93.64887943,6.97951392,143.6887809,papaya
50,58,51,37.25687123,93.06732913,6.78640596,183.9089329,papaya
57,55,55,25.03555751,91.06502036,6.53507551,86.35114175,papaya
40,50,54,36.82591131,93.43624221,6.51857528,153.5712793,papaya
39,65,48,35.57162876,90.80467512,6.96220906,42.65849821,papaya
55,60,48,26.126188,92.20218553,6.92880764,146.9075799,papaya
60,53,47,31.00048081,94.56676658,6.88822299,68.68413341,papaya
50,54,48,40.11082425,92.21030826,6.75022577,197.1152572,papaya
61,58,51,41.37567592,91.87844691,6.89821791,166.7342508,papaya
43,50,45,24.325328,91.62828034,6.80734428,187.8450346,papaya
60,50,55,43.41074249,90.51756789,6.85559969,166.8633454,papaya
46,64,45,34.66114391,94.69486241,6.57043195,123.1011395,papaya
64,55,50,27.10457062,92.16964356,6.80068617,201.4623459,papaya
42,58,46,40.65315437,92.67237363,6.71106178,233.4095812,papaya
63,58,50,37.22663449,93.99995757,6.82973286,88.67105692,papaya
55,53,52,39.93246018,90.57589548,6.85288962,117.1073624,papaya
35,62,45,23.76329339,93.27001948,6.83168701,44.01333761,papaya
65,52,49,28.35092716,92.44938427,6.97479073,94.97184042,papaya
41,62,49,43.34054805,90.94251836,6.68120116,67.47456652,papaya
42,58,48,42.80741894,90.90314853,6.75261896,211.2065229,papaya
56,65,51,23.60152184,91.6641515,6.56778389,96.34026264,papaya
62,61,50,34.46094349,91.06652964,6.96934287,138.8552418,papaya
42,58,46,38.13938807,92.77392629,6.85277701,68.33670532,papaya
53,59,55,34.07250043,94.47676228,6.91742825,127.5598303,papaya
54,52,46,30.6070975,93.48721508,6.73512303,212.4630248,papaya
44,66,45,23.82632162,92.85369075,6.892493,181.7914757,papaya
62,50,55,41.98414361,92.69164323,6.85406092,132.9417172,papaya
38,66,45,32.94363458,92.21358263,6.8055146,237.2718298,papaya
40,62,51,35.9643646,91.47027821,6.88053248,166.8908845,papaya
39,57,55,26.839632,90.28472646,6.87952939,149.8346644,papaya
49,51,49,39.4199003,94.34967085,6.71143376,217.0997919,papaya
39,64,55,34.65595991,90.39359129,6.91257622,64.00408779,papaya
47,54,45,31.51637341,93.97714358,6.6637094,245.2146842,papaya
36,52,50,42.73389322,91.81265521,6.83706728,89.39681553,papaya
42,63,53,30.38446794,93.02995507,6.61760646,219.5233741,papaya
40,64,50,32.07252577,92.75528854,6.90479476,230.6535159,papaya
38,57,53,26.10238842,91.09102992,6.99223052,103.0857625,papaya
50,66,50,37.69756254,91.26036046,6.69531658,149.5733727,papaya
51,54,45,27.56979399,93.71641181,6.97414359,169.7701182,papaya
43,53,55,36.69855198,90.47283306,6.70729504,80.06290328,papaya
52,55,55,38.60578413,93.59956914,6.50723914,147.2661956,papaya
48,51,48,23.71902245,94.72861058,6.86947988,231.5894832,papaya
64,66,46,29.07768793,92.26326555,6.71659123,165.9741272,papaya
60,61,49,25.69364468,90.86892839,6.92718339,213.1139992,papaya
49,55,54,32.62153828,90.63839217,6.61149723,101.9623828,papaya
38,66,55,26.07853472,90.31138932,6.59144703,146.7468438,papaya
39,57,52,25.95909285,91.65064122,6.60658371,119.5036009,papaya
62,56,45,36.45107087,92.99113093,6.58650527,147.9779761,papaya
52,51,50,39.673847,94.53345983,6.67739473,68.49018369,papaya
46,52,47,27.61540807,91.14603562,6.94586047,182.5714873,papaya
58,57,46,28.14578035,90.72098828,6.91844287,65.25932953,papaya
66,58,48,39.88081622,92.50651595,6.92643719,166.8923074,papaya
63,62,45,26.25992863,94.032535,6.62542742,199.8549788,papaya
44,51,55,31.05262945,90.06715703,6.90137068,113.7940974,papaya
36,65,46,31.58109397,94.45222704,6.92023369,40.69284316,papaya
64,64,46,42.78694744,94.30385538,6.80475259,174.0110296,papaya
51,50,54,41.37307437,92.56287196,6.79038042,123.9116661,papaya
61,55,53,25.63120428,92.38265793,6.66928218,246.3210743,papaya
40,65,50,35.72958567,90.8427254,6.68971503,242.1853358,papaya
41,52,55,24.71403238,93.54242681,6.63855982,74.09624336,papaya
47,55,46,41.62231639,91.95418054,6.50413419,187.9548902,papaya
54,60,54,33.35728802,91.28184588,6.68026192,192.5426639,papaya
50,53,50,37.66054672,91.13916443,6.82852776,82.08275625,papaya
43,64,55,24.94319354,90.61900281,6.81319149,172.320257,papaya
60,64,51,28.63005854,91.17344678,6.79854119,244.6127202,papaya
40,54,50,37.71271383,93.7001923,6.85085697,157.9463656,papaya
62,51,50,42.88874592,90.88443282,6.91915435,117.7261553,papaya
52,61,50,32.01504885,92.4498624,6.98048519,176.1205041,papaya
49,50,51,39.47467543,94.29205887,6.5271567,146.6290864,papaya
38,63,55,30.69217785,91.28505776,6.74911245,120.400639,papaya
60,59,55,27.05655699,91.00807565,6.60636277,74.86416495,papaya
63,51,54,34.20107444,90.86095257,6.76005236,104.0616666,papaya
52,64,53,41.33259277,93.2003214,6.5567026,118.9969475,papaya
47,50,53,25.04779773,92.29513061,6.62381338,95.0752514,papaya
66,54,45,32.44664143,90.87014163,6.59464082,81.45772898,papaya
40,54,48,43.41536005,92.50608842,6.56795529,209.8254746,papaya
60,53,53,38.69642847,94.884413,6.84800121,202.8069025,papaya
65,59,50,42.69576037,91.59670064,6.77715888,147.904515,papaya
49,52,53,37.81987295,91.08538382,6.77240417,124.1243755,papaya
59,61,51,42.43530214,90.17302525,6.70956677,240.3004133,papaya
61,55,53,26.81189268,90.68215503,6.5135672,185.0832688,papaya
57,64,47,24.19123168,94.82170617,6.74892862,185.0357881,papaya
59,50,53,28.90710981,90.45011367,6.65242924,120.3642155,papaya
41,64,46,28.90513416,91.91023948,6.79172982,186.1686388,papaya
53,61,46,39.37928623,94.83773888,6.54824056,90.96404696,papaya
54,65,47,41.05474901,90.44085522,6.79149147,124.66764,papaya
58,56,49,38.10687732,93.32813524,6.63425527,238.6626348,papaya
58,55,51,24.06975736,91.93093735,6.8394898,155.1704606,papaya
57,59,47,23.77222612,94.24151688,6.82276721,160.6716244,papaya
59,66,45,39.99188182,91.7543353,6.57854824,204.2637894,papaya
52,50,49,34.58133826,91.16579237,6.85829,190.7369174,papaya
52,50,48,26.42375646,94.38175836,6.6562304,117.8655047,papaya
36,66,55,23.23816446,90.61806963,6.68696731,76.25364104,papaya
50,53,48,29.88120262,93.76693977,6.50255797,111.3110706,papaya
36,62,50,35.79577964,93.81780076,6.92918066,61.54756271,papaya
39,53,48,40.14853606,91.3072131,6.63688535,209.6825008,papaya
54,52,50,29.8716099,94.77137999,6.55136621,155.3999741,papaya
54,64,51,41.42578795,94.23242984,6.94650029,98.55645202,papaya
66,50,55,39.162406,93.19060111,6.54126642,43.64451163,papaya
55,65,51,37.99986178,92.12975078,6.81843254,247.6433374,papaya
65,59,46,42.54208888,94.9234967,6.9030632,199.6885405,papaya
41,57,54,40.71911748,93.06980233,6.69202491,69.63904606,papaya
45,59,52,34.83020313,94.87979223,6.80290388,107.4167332,papaya
40,54,48,43.08863293,93.68861998,6.75707726,84.25026297,papaya
44,57,55,41.69938416,91.40250486,6.55316146,74.63395025,papaya
56,58,51,23.21145814,93.21538839,6.96800516,121.0832324,papaya
49,58,53,33.21828589,91.50599821,6.73631362,201.3638427,papaya
62,53,52,42.98430164,92.77880644,6.68587719,101.9486268,papaya
56,57,55,39.74307376,94.69458625,6.62397036,192.832632,papaya
38,54,45,29.49521756,91.36324353,6.82503088,119.4128672,papaya
45,56,48,31.0613226,93.77588638,6.57634137,98.81483368,papaya
60,63,51,33.99157926,92.13923487,6.78818908,171.319109,papaya
35,50,52,40.49140429,93.45385495,6.87895848,73.489038,papaya
39,56,45,30.92082771,90.15406215,6.71280534,90.86427679,papaya
64,56,55,27.32927358,92.88551967,6.54355312,110.0600521,papaya
5,16,26,26.967208,93.82616524,6.30515519,209.0827324,coconut
26,26,34,29.17231007,94.01541179,5.73225201,163.1129565,coconut
12,15,30,29.39448413,97.68808266,6.15991216,179.5600605,coconut
31,15,30,26.5124989,96.7740523,5.93059062,197.825041,coconut
6,24,28,26.654306,92.81543143,5.78615055,224.9555481,coconut
36,28,33,26.36666896,90.65634628,6.30661612,137.9895209,coconut
8,18,31,26.87908331,96.2953738,6.021222,218.1648969,coconut
5,7,25,27.35940903,93.14956037,5.525069,159.2829972,coconut
31,11,27,25.54829388,96.15044198,5.88170008,218.6909374,coconut
36,30,34,27.84727704,96.63114872,6.27066235,157.011937,coconut
26,15,31,29.58649573,93.26777411,6.0784854,186.2637302,coconut
19,9,29,27.1173152,96.44297733,6.39627513,138.3534345,coconut
33,7,34,25.9871419,92.25542841,5.6055681,139.4095611,coconut
8,16,30,26.07340737,94.7297245,6.004432,160.3767636,coconut
15,8,35,28.11717988,97.18530749,6.35573444,208.4389226,coconut
9,28,32,25.32938743,93.63085111,6.36774808,157.3752321,coconut
36,13,31,29.14745719,95.82693564,5.75881673,182.1854051,coconut
24,9,29,29.26224274,90.66016113,5.69333435,220.7039876,coconut
23,10,27,25.43642727,94.39290846,6.29084955,220.4415126,coconut
10,29,34,27.88816697,92.75889089,6.40256927,151.5802919,coconut
34,8,35,27.25289374,93.87558414,5.99348,145.7855478,coconut
36,8,29,27.35347558,91.9831765,6.28656739,161.091719,coconut
6,21,35,29.08162655,96.21803756,5.53821628,163.8895564,coconut
25,30,34,28.37128291,91.1550476,6.45348859,177.2283411,coconut
17,25,33,28.38961618,92.0639216,6.12192907,135.1423862,coconut
22,14,26,27.62861017,91.42879557,6.40350118,160.8963449,coconut
15,29,28,29.51454958,95.16441943,5.80674474,202.3024175,coconut
20,19,27,25.75415081,90.48055336,6.21997622,194.7163758,coconut
6,10,30,26.55023478,90.75715008,6.44718584,212.9281788,coconut
17,7,27,28.98599079,91.42064601,6.22893439,208.3446001,coconut
17,26,27,26.11775942,95.83775798,5.96805476,171.8665615,coconut
30,10,29,28.67350286,95.99519936,6.10601582,156.2711131,coconut
29,11,28,29.84703039,93.84602764,5.76671229,162.1215766,coconut
13,30,26,25.95762567,96.56597154,6.20495237,191.1743952,coconut
7,20,29,27.72632439,99.1382523,5.61453136,208.4880258,coconut
4,24,34,26.11648884,96.10001831,6.41757104,204.3263283,coconut
22,19,35,29.0320201,96.99517076,6.30293691,205.4493154,coconut
14,11,25,25.93479957,98.24943792,5.51914446,184.2574178,coconut
7,26,29,25.84544923,97.95900326,6.13918722,165.7720933,coconut
18,28,29,28.1778949,91.65864118,5.78618899,170.7935934,coconut
16,10,27,27.20599426,96.83742312,5.99466864,222.4227786,coconut
22,15,35,29.29268336,92.43307496,5.92131451,196.1542825,coconut
4,28,33,25.53106708,96.64185664,5.72317981,211.5971715,coconut
26,24,33,25.56182742,95.78738627,6.05404086,174.7396811,coconut
5,30,33,28.29539274,92.29530532,5.92422561,193.9975029,coconut
30,29,27,26.52019961,95.52046117,5.86013544,218.3176259,coconut
25,9,34,27.08950595,90.80864462,6.14726882,220.9580894,coconut
32,15,33,29.77285247,91.1382507,5.9099054,170.0795656,coconut
22,12,25,25.45694654,93.69618908,5.75644317,140.1798594,coconut
32,5,29,25.33179418,90.13622236,5.80618741,154.7824212,coconut
31,13,28,26.59027547,93.32392916,5.8801117,183.4316853,coconut
25,30,26,29.27464951,99.80732386,6.1826573,218.5398471,coconut
15,8,33,25.32893087,94.22406492,5.57484328,171.3932798,coconut
32,21,34,27.32534593,99.96287917,6.00342192,206.8020271,coconut
22,16,26,26.3724682,92.26628448,6.33218549,204.8822165,coconut
27,24,31,26.57344309,97.54326157,5.97389811,151.9846189,coconut
22,16,26,26.05271773,94.14195786,6.32266385,219.9987785,coconut
17,8,32,29.19276324,99.45231895,6.22266902,186.7190214,coconut
35,12,32,29.3313357,98.28634864,5.65140384,160.9294622,coconut
35,10,33,28.00059393,99.28774061,6.14673718,224.3078612,coconut
34,13,34,29.61302556,91.38998813,5.82606229,159.875937,coconut
14,30,35,28.81368316,90.60645057,5.50254609,211.4767153,coconut
4,11,31,29.04184184,91.08904855,5.61618941,186.8379606,coconut
34,22,34,29.35668519,94.85352521,5.93705265,197.906448,coconut
19,11,34,25.51122814,95.61138623,5.52898434,162.759033,coconut
6,25,30,26.19339388,92.42433151,5.51535707,186.7788509,coconut
4,15,28,28.23520281,98.40526864,5.85635711,219.1022191,coconut
32,14,31,25.28907539,92.19134028,6.01919083,196.647377,coconut
26,25,32,27.28862254,99.66629374,6.05925048,153.36867,coconut
4,26,26,25.82693834,91.20721623,5.64000459,164.1562836,coconut
19,26,29,29.2372053,95.37292092,6.1412457,200.1343502,coconut
7,14,33,28.26728559,95.73421838,6.40231281,138.9322886,coconut
21,25,25,29.5457746,94.32999235,6.0786235,209.4886573,coconut
29,9,32,26.91848822,91.61517307,6.4205627,188.8797289,coconut
25,25,27,25.10234884,91.18691533,5.74949724,214.5753691,coconut
23,19,32,28.11087983,92.95548331,6.16527176,190.5249819,coconut
9,18,29,28.29046473,93.19251541,6.09058419,223.9112013,coconut
29,12,33,28.2364301,90.21511109,5.83181588,155.9374246,coconut
5,23,29,25.74489412,99.1369396,6.04929871,181.342027,coconut
7,19,27,25.96298271,90.64818147,5.72528298,216.2151097,coconut
21,12,29,26.23639562,98.11690616,6.21950892,186.6177037,coconut
34,25,31,26.15762808,96.55500255,5.80066258,167.0994214,coconut
34,25,28,27.62436931,91.20865759,6.45927866,150.9792102,coconut
16,28,27,28.93207323,90.30650639,6.22887041,152.5137119,coconut
22,30,34,25.36470311,97.84547265,6.27664786,174.7256377,coconut
36,20,29,28.38810009,94.9744218,5.55561186,223.5424748,coconut
17,28,27,27.6357675,91.22061357,6.19704484,224.3778323,coconut
4,8,35,25.96750242,99.5916498,5.73049019,218.0543548,coconut
10,8,34,26.20843007,90.07184862,5.62568391,220.3544146,coconut
13,15,32,26.668833,99.67997469,6.03805385,158.5261381,coconut
33,28,30,25.48258358,99.29866582,5.69226063,213.7723173,coconut
20,10,34,26.63088316,97.37667618,5.83617583,155.8509655,coconut
26,16,34,27.03749107,96.9404573,6.24961533,220.8833826,coconut
25,21,27,28.03186907,92.15268045,6.08133454,223.8125719,coconut
26,25,25,26.6266299,93.71603183,6.07504991,149.3996775,coconut
35,5,33,25.04625546,92.05032202,5.92506839,209.5177627,coconut
4,27,29,25.45548604,90.03410973,6.16089114,153.9273793,coconut
34,16,29,27.37144941,98.91143842,6.05983536,202.1757305,coconut
12,12,31,25.23077754,99.86097025,5.68519948,145.2222536,coconut
27,7,35,29.83494087,99.01125932,5.54246869,186.5442065,coconut
35,8,30,27.12199284,90.66484853,6.04051764,142.9539606,coconut
7,7,27,29.22855514,95.30700208,5.94398949,177.4827406,coconut
19,8,33,29.50024256,96.3043133,5.63736521,169.603447,coconut
9,5,34,28.54401285,97.696262,5.6630392,207.3456711,coconut
36,28,28,27.05267782,95.77218185,6.10036582,220.4985759,coconut
4,18,34,26.96494586,96.52519681,6.34413198,131.6247131,coconut
17,16,35,26.69479845,94.02174332,5.62982324,189.6235581,coconut
6,19,26,29.37712577,95.39043398,5.77311771,168.8255456,coconut
22,25,30,29.40769562,92.69424549,5.55763678,159.7419993,coconut
11,22,31,27.62077443,92.16689394,5.69825558,181.6862288,coconut
12,12,33,28.34405647,93.60467371,6.13215169,169.5626737,coconut
17,14,29,27.57172849,95.87568709,6.31623909,170.2150381,coconut
7,28,28,27.43739978,95.59460972,6.23992705,171.4814653,coconut
34,16,32,29.35261943,90.3076148,5.60836432,203.6090203,coconut
10,28,29,26.69517921,97.48611924,5.55155884,174.3851793,coconut
19,17,27,27.80623493,97.62220679,5.98317916,176.4750609,coconut
33,27,33,25.69781174,95.68875072,5.58717696,220.7162612,coconut
34,29,29,27.6595122,94.98579873,6.0330079,211.4670932,coconut
24,14,35,28.08942796,96.65539445,5.58798119,172.3190026,coconut
4,17,27,25.50509444,97.78381313,6.34329024,220.6900133,coconut
30,24,34,28.63899296,95.43942251,5.90948519,216.4571698,coconut
25,28,29,26.31641909,94.83668844,6.35875553,155.4490026,coconut
8,17,29,26.08375983,92.43277258,5.59812515,207.7709084,coconut
29,28,27,26.43042946,91.16916433,5.93336948,183.025425,coconut
32,24,27,27.76834086,92.52360678,5.72667295,195.2455706,coconut
9,6,29,28.34212087,94.10267257,5.7138892,157.253791,coconut
4,26,28,27.57882035,99.05782718,5.60536069,164.4007037,coconut
27,9,35,28.15118411,90.30427748,5.92568851,137.2171248,coconut
24,16,34,28.84980384,93.84126931,6.46987442,207.1401315,coconut
23,28,35,27.80160076,99.81156156,5.90883994,221.9948333,coconut
34,24,32,26.60786873,94.48612326,5.60841078,133.1304541,coconut
36,26,26,25.96182965,92.65137874,6.15809325,179.2939575,coconut
30,17,25,26.36203426,90.5438904,6.4125953,211.7116075,coconut
13,14,33,29.45615476,91.88195305,5.89506055,187.5460502,coconut
20,6,34,27.41389397,95.32770245,6.09275693,157.9994294,coconut
9,10,31,27.09327324,96.15910495,6.22328008,213.0943204,coconut
31,19,25,27.22755904,92.51011579,5.87438739,186.6258605,coconut
32,16,31,29.17644479,95.27614554,5.80216978,207.3914023,coconut
28,26,35,27.82391618,97.97094383,6.08751005,208.9731605,coconut
30,26,28,25.92259615,96.723985,5.63480778,221.3467168,coconut
36,9,25,29.70500838,92.02947256,6.12956206,163.6189127,coconut
24,12,32,26.7354216,97.69609638,5.58410512,150.2559796,coconut
25,19,28,28.75744965,92.71483555,5.83533232,212.6681273,coconut
13,17,27,25.68984746,97.48261459,5.85648107,161.4204915,coconut
23,13,34,27.04886462,98.37512841,6.32823018,148.9710497,coconut
32,24,32,27.63180957,90.25071895,5.94025351,210.0882864,coconut
9,18,33,25.87720352,96.09875542,5.94961268,134.4981538,coconut
25,8,35,27.75343465,90.50261404,5.94125275,212.3039728,coconut
34,21,33,28.0518024,98.75585852,5.85272777,223.0111743,coconut
8,10,30,25.63561909,90.69026159,5.7113185,155.5926496,coconut
19,25,34,26.19771905,99.04975283,5.73684123,158.4935578,coconut
4,8,26,26.6045923,99.29295824,5.91820445,147.3258244,coconut
6,27,27,27.65732904,93.96096777,5.71103191,188.6861738,coconut
31,10,27,27.70535773,97.729596,5.69020139,156.6458916,coconut
18,20,29,27.42573472,94.56096996,5.67514224,197.3759925,coconut
20,16,30,28.20281926,95.29703199,5.9904365,224.0650166,coconut
25,17,30,25.6896486,94.72718213,6.12727379,133.9221922,coconut
15,29,26,26.20466191,96.88202747,5.96131561,206.3746689,coconut
10,18,35,27.84410531,91.80281089,5.6448747,181.4534508,coconut
30,23,29,28.4065288,96.27242538,6.42978848,157.8015163,coconut
20,9,34,27.8141482,91.05582718,5.58027874,209.0776048,coconut
19,24,27,26.45954734,90.66870541,6.25110885,142.6805896,coconut
19,25,32,27.92760291,96.75667137,6.36078384,210.6004157,coconut
